Date,Time,Station,Temperature,Humidity,Pressure,Wind_Speed,Wind_Direction_Deg,Wind_Direction_Label,Rainfall
2026-04-26,22:50:27,Zoo Park SPCB,26.65,69.0,1005.0,1.54,110.0,E,0.0
2026-04-27,22:59:45,Balanagar SPCB,25.47,38.0,1005.0,3.01,184.0,S,0.0
2026-04-27,22:59:45,HITEC City,25.16,37.0,1005.0,2.94,190.0,S,0.0
2026-04-27,22:59:45,IDA Pashamylaram SPCB,29.88,35.0,1005.0,2.87,216.0,SW,0.0
2026-04-27,22:59:45,Sanathnagar SPCB,25.4,38.0,1005.0,3.01,184.0,S,0.0
2026-04-27,22:59:45,US Consulate,25.25,37.0,1005.0,2.92,193.0,S,0.0
2026-04-27,22:59:45,Uppal SPCB,25.74,46.0,1005.0,2.41,171.0,S,0.0
2026-04-27,22:59:45,Zoo Park SPCB,25.65,78.0,1005.0,3.6,270.0,W,0.0
2026-04-28,23:02:02,Balanagar SPCB,27.47,41.0,1006.0,2.35,217.0,SW,0.0
2026-04-28,23:02:02,HITEC City,27.16,43.0,1006.0,2.24,220.0,SW,0.0
2026-04-28,23:02:02,IDA Pashamylaram SPCB,28.07,46.0,1006.0,2.2,244.0,SW,0.0
2026-04-28,23:02:02,Sanathnagar SPCB,27.4,41.0,1006.0,2.35,217.0,SW,0.0
2026-04-28,23:02:02,US Consulate,27.25,44.0,1006.0,2.18,222.0,SW,0.0
2026-04-28,23:02:02,Uppal SPCB,27.74,42.0,1006.0,2.1,206.0,SW,0.0
2026-04-28,23:02:02,Zoo Park SPCB,27.65,47.0,1006.0,2.57,220.0,SW,0.0
2026-04-29,23:02:41,Balanagar SPCB,29.47,37.0,1006.0,6.25,201.0,S,0.0
2026-04-29,23:02:41,HITEC City,29.16,38.0,1006.0,6.59,199.0,S,0.0
2026-04-29,23:02:41,IDA Pashamylaram SPCB,29.92,39.0,1006.0,6.4,199.0,S,0.0
2026-04-29,23:02:41,Sanathnagar SPCB,29.4,37.0,1006.0,6.25,201.0,S,0.0
2026-04-29,23:02:41,US Consulate,29.25,38.0,1006.0,6.69,198.0,S,0.0
2026-04-29,23:02:41,Uppal SPCB,29.74,40.0,1006.0,5.5,206.0,SW,0.0
2026-04-29,23:02:41,Zoo Park SPCB,29.65,54.0,1006.0,3.6,220.0,SW,0.0
2026-04-30,23:00:19,Balanagar SPCB,29.47,43.0,1007.0,2.57,163.0,S,0.0
2026-04-30,23:00:19,HITEC City,29.16,42.0,1007.0,2.67,167.0,S,0.0
2026-04-30,23:00:19,IDA Pashamylaram SPCB,29.07,34.0,1007.0,1.93,134.0,SE,0.0
2026-04-30,23:00:19,Sanathnagar SPCB,29.4,43.0,1007.0,2.57,163.0,S,0.0
2026-04-30,23:00:19,US Consulate,29.25,41.0,1007.0,2.69,167.0,S,0.0
2026-04-30,23:00:19,Uppal SPCB,29.74,48.0,1007.0,1.59,168.0,S,0.0
2026-04-30,23:00:19,Zoo Park SPCB,29.65,34.0,1007.0,3.09,310.0,NW,0.0
2026-05-01,22:56:53,Balanagar SPCB,25.47,24.0,1006.0,2.44,339.0,N,0.0
2026-05-01,22:56:53,HITEC City,25.16,25.0,1006.0,2.81,331.0,NW,0.0
2026-05-01,22:56:53,IDA Pashamylaram SPCB,29.15,31.0,1005.0,3.1,313.0,NW,0.0
2026-05-01,22:56:53,Sanathnagar SPCB,25.4,24.0,1006.0,2.44,339.0,N,0.0
2026-05-01,22:56:53,US Consulate,25.25,26.0,1005.0,2.94,326.0,NW,0.0
2026-05-01,22:56:53,Uppal SPCB,25.74,28.0,1006.0,2.37,342.0,N,0.0
2026-05-01,22:56:53,Zoo Park SPCB,25.65,47.0,1006.0,4.63,280.0,W,0.0
2026-05-02,22:53:41,Balanagar SPCB,28.47,30.0,1004.0,2.02,239.0,SW,0.0
2026-05-02,22:53:41,HITEC City,28.16,29.0,1004.0,2.55,269.0,W,0.0
2026-05-02,22:53:41,IDA Pashamylaram SPCB,30.25,32.0,1004.0,3.61,298.0,NW,0.0
2026-05-02,22:53:41,Sanathnagar SPCB,28.4,30.0,1004.0,2.02,239.0,SW,0.0
2026-05-02,22:53:41,US Consulate,28.25,29.0,1004.0,2.85,281.0,W,0.0
2026-05-02,22:53:41,Uppal SPCB,28.74,37.0,1004.0,1.86,200.0,S,0.0
2026-05-02,22:53:41,Zoo Park SPCB,28.65,47.0,1004.0,3.6,270.0,W,0.0
2026-05-03,22:54:18,Balanagar SPCB,26.47,50.0,1006.0,2.6,184.0,S,0.0
2026-05-03,22:54:18,HITEC City,26.16,52.0,1006.0,2.19,175.0,S,0.0
2026-05-03,22:54:18,IDA Pashamylaram SPCB,28.26,54.0,1006.0,2.43,159.0,S,0.0
2026-05-03,22:54:18,Sanathnagar SPCB,26.4,50.0,1006.0,2.6,184.0,S,0.0
2026-05-03,22:54:18,US Consulate,26.25,53.0,1006.0,2.11,171.0,S,0.0
2026-05-03,22:54:18,Uppal SPCB,26.74,50.0,1006.0,3.3,185.0,S,0.0
2026-05-03,22:54:18,Zoo Park SPCB,26.65,53.0,1006.0,3.09,220.0,SW,0.0
2026-05-04,23:01:59,Balanagar SPCB,25.47,60.0,1007.0,4.96,144.0,SE,0.0
2026-05-04,23:01:59,HITEC City,25.16,60.0,1007.0,4.76,151.0,SE,0.0
2026-05-04,23:01:59,IDA Pashamylaram SPCB,27.08,56.0,1007.0,4.58,168.0,S,0.0
2026-05-04,23:01:59,Sanathnagar SPCB,25.4,60.0,1007.0,4.96,144.0,SE,0.0
2026-05-04,23:01:59,US Consulate,25.25,60.0,1007.0,4.69,154.0,SE,0.0
2026-05-04,23:01:59,Uppal SPCB,25.74,62.0,1007.0,4.85,137.0,SE,0.0
2026-05-04,23:01:59,Zoo Park SPCB,25.65,83.0,1007.0,3.6,120.0,SE,0.0
2026-05-05,23:02:07,Balanagar SPCB,26.47,48.0,1006.0,3.6,129.0,SE,0.0
2026-05-05,23:02:07,HITEC City,26.16,46.0,1006.0,3.45,130.0,SE,0.0
2026-05-05,23:02:07,IDA Pashamylaram SPCB,28.5,42.0,1006.0,2.81,139.0,SE,0.0
2026-05-05,23:02:07,Sanathnagar SPCB,26.4,48.0,1006.0,3.6,129.0,SE,0.0
2026-05-05,23:02:07,US Consulate,26.25,44.0,1006.0,3.34,132.0,SE,0.0
2026-05-05,23:02:07,Uppal SPCB,26.74,57.0,1007.0,3.51,125.0,SE,0.0
2026-05-05,23:02:07,Zoo Park SPCB,26.65,83.0,1007.0,4.12,100.0,E,0.0
2026-05-06,22:58:01,Balanagar SPCB,26.47,69.0,1007.0,4.71,140.0,SE,0.0
2026-05-06,22:58:01,HITEC City,26.16,69.0,1007.0,4.76,139.0,SE,0.0
2026-05-06,22:58:01,IDA Pashamylaram SPCB,26.06,68.0,1007.0,4.68,139.0,SE,0.0
2026-05-06,22:58:01,Sanathnagar SPCB,26.4,69.0,1007.0,4.71,140.0,SE,0.0
2026-05-06,22:58:01,US Consulate,26.25,69.0,1007.0,4.75,139.0,SE,0.0
2026-05-06,22:58:01,Uppal SPCB,26.74,71.0,1007.0,4.61,141.0,SE,0.0
2026-05-06,22:58:01,Zoo Park SPCB,26.65,69.0,1007.0,2.57,120.0,SE,0.0
2026-05-07,23:05:11,Balanagar SPCB,25.47,57.0,1008.0,4.38,144.0,SE,0.0
2026-05-07,23:05:11,HITEC City,25.16,57.0,1008.0,4.55,138.0,SE,0.0
2026-05-07,23:05:11,IDA Pashamylaram SPCB,28.12,56.0,1007.0,5.06,134.0,SE,0.0
2026-05-07,23:05:11,Sanathnagar SPCB,25.4,57.0,1008.0,4.38,144.0,SE,0.0
2026-05-07,23:05:11,US Consulate,25.25,57.0,1008.0,4.63,136.0,SE,0.0
2026-05-07,23:05:11,Uppal SPCB,25.74,60.0,1007.0,4.18,151.0,SE,0.0
2026-05-07,23:05:11,Zoo Park SPCB,25.65,83.0,1008.0,6.69,120.0,SE,0.0
2026-05-08,23:02:14,Balanagar SPCB,24.47,70.0,1008.0,4.85,135.0,SE,0.0
2026-05-08,23:02:14,HITEC City,24.16,70.0,1008.0,4.75,135.0,SE,0.0
2026-05-08,23:02:14,IDA Pashamylaram SPCB,26.28,67.0,1008.0,4.6,141.0,SE,0.0
2026-05-08,23:02:14,Sanathnagar SPCB,24.4,70.0,1008.0,4.85,135.0,SE,0.0
2026-05-08,23:02:14,US Consulate,24.25,69.0,1008.0,4.72,135.0,SE,0.0
2026-05-08,23:02:14,Uppal SPCB,24.74,74.0,1008.0,4.83,133.0,SE,0.0
2026-05-08,23:02:14,Zoo Park SPCB,24.65,83.0,1008.0,2.06,130.0,SE,0.0
2026-05-09,22:55:54,Balanagar SPCB,24.47,62.0,1007.0,3.36,149.0,SE,0.0
2026-05-09,22:55:54,HITEC City,24.16,63.0,1007.0,3.09,156.0,SE,0.0
2026-05-09,22:55:54,IDA Pashamylaram SPCB,26.17,63.0,1007.0,3.1,171.0,S,0.0
2026-05-09,22:55:54,Sanathnagar SPCB,24.4,62.0,1007.0,3.36,149.0,SE,0.0
2026-05-09,22:55:54,US Consulate,24.25,63.0,1007.0,3.03,160.0,S,0.0
2026-05-09,22:55:54,Uppal SPCB,24.74,64.0,1007.0,3.39,137.0,SE,0.0
2026-05-09,22:55:54,Zoo Park SPCB,24.65,78.0,1007.0,3.6,130.0,SE,0.0
2026-05-10,22:56:43,Balanagar SPCB,24.47,69.0,1007.0,4.81,145.0,SE,0.0
2026-05-10,22:56:43,HITEC City,24.16,69.0,1007.0,4.69,143.0,SE,0.0
2026-05-10,22:56:43,IDA Pashamylaram SPCB,26.12,67.0,1007.0,4.8,147.0,SE,0.0
2026-05-10,22:56:43,Sanathnagar SPCB,24.4,69.0,1007.0,4.81,145.0,SE,0.0
2026-05-10,22:56:43,US Consulate,24.25,69.0,1007.0,4.67,143.0,SE,0.0
2026-05-10,22:56:43,Uppal SPCB,24.74,72.0,1007.0,4.44,147.0,SE,0.0
2026-05-10,22:56:43,Zoo Park SPCB,24.65,78.0,1007.0,3.09,140.0,SE,0.0
2026-05-11,04:11:24,Balanagar SPCB,28.97,58.0,1013.0,3.6,150.0,SE,0.0
2026-05-11,04:11:24,HITEC City,28.66,58.0,1012.0,3.6,150.0,SE,0.0
2026-05-11,04:11:24,IDA Pashamylaram SPCB,29.0,55.0,1012.0,3.55,169.0,S,0.0
2026-05-11,04:11:24,Sanathnagar SPCB,28.9,58.0,1013.0,3.6,150.0,SE,0.0
2026-05-11,04:11:24,US Consulate,28.76,58.0,1012.0,3.6,150.0,SE,0.0
2026-05-11,04:11:24,Uppal SPCB,29.25,58.0,1012.0,3.6,150.0,SE,0.0
2026-05-11,04:11:24,Zoo Park SPCB,29.16,58.0,1013.0,3.6,150.0,SE,0.0
2026-06-04,17:42:47,Balanagar SPCB,34.39,34,1002,4.24,269,W,0.0
2026-06-04,17:42:47,HITEC City,33.54,36,1003,4.19,278,W,0.0
2026-06-04,17:42:47,IDA Pashamylaram SPCB,32.4,40,1003,7.22,312,NW,0.0
2026-06-04,17:42:47,Sanathnagar SPCB,34.39,34,1002,4.24,269,W,0.0
2026-06-04,17:42:47,US Consulate,33.26,37,1003,4.4,285,W,0.0
2026-06-04,17:42:47,Uppal SPCB,35.32,33,1002,3.31,220,SW,0.0
2026-06-04,17:42:47,Zoo Park SPCB,34.82,33,1002,3.11,227,SW,0.0
2026-06-07,23:04:22,Balanagar SPCB,26.57,63,1006,5.18,296,NW,0.0
2026-06-07,23:04:22,HITEC City,26.07,64,1006,5.05,293,NW,0.0
2026-06-07,23:04:22,IDA Pashamylaram SPCB,26.05,70,1006,4.73,288,W,0.0
2026-06-07,23:04:22,Sanathnagar SPCB,26.57,63,1006,5.18,296,NW,0.0
2026-06-07,23:04:22,US Consulate,26.02,65,1006,4.98,291,W,0.0
2026-06-07,23:04:22,Uppal SPCB,26.89,62,1006,5.55,296,NW,0.0
2026-06-07,23:04:22,Zoo Park SPCB,26.48,63,1006,5.29,290,W,0.0
2026-06-08,23:11:45,Balanagar SPCB,26.35,67,1005,5.76,250,W,0.0
2026-06-08,23:11:45,HITEC City,25.63,69,1006,5.9,247,SW,0.0
2026-06-08,23:11:45,IDA Pashamylaram SPCB,25.34,72,1006,6.26,252,W,0.0
2026-06-08,23:11:45,Sanathnagar SPCB,26.35,67,1005,5.76,250,W,0.0
2026-06-08,23:11:45,US Consulate,25.54,70,1006,5.96,247,SW,0.0
2026-06-08,23:11:45,Uppal SPCB,26.34,69,1005,5.94,244,SW,0.0
2026-06-08,23:11:45,Zoo Park SPCB,25.61,72,1005,6.21,237,SW,0.0
2026-06-09,23:16:49,Balanagar SPCB,25.81,79,1006,6.1,260,W,0.0
2026-06-09,23:16:49,HITEC City,25.08,81,1006,5.91,259,W,0.0
2026-06-09,23:16:49,IDA Pashamylaram SPCB,25.33,82,1006,5.63,257,W,0.0
2026-06-09,23:16:49,Sanathnagar SPCB,25.81,79,1006,6.1,260,W,0.0
2026-06-09,23:16:49,US Consulate,24.99,82,1006,5.85,259,W,0.0
2026-06-09,23:16:49,Uppal SPCB,26.16,78,1006,6.75,261,W,0.0
2026-06-09,23:16:49,Zoo Park SPCB,25.42,81,1006,6.13,260,W,0.0
2026-06-10,23:24:49,Balanagar SPCB,25.81,73,1006,4.03,238,SW,0.0
2026-06-10,23:24:49,HITEC City,24.99,77,1007,3.75,229,SW,0.0
2026-06-10,23:24:49,IDA Pashamylaram SPCB,25.07,79,1006,4.11,194,S,0.0
2026-06-10,23:24:49,Sanathnagar SPCB,25.81,73,1006,4.03,238,SW,0.0
2026-06-10,23:24:49,US Consulate,24.89,78,1007,3.66,223,SW,0.0
2026-06-10,23:24:49,Uppal SPCB,25.87,74,1006,4.57,248,W,0.0
2026-06-10,23:24:49,Zoo Park SPCB,24.87,80,1007,3.98,238,SW,0.0
2026-06-11,23:20:47,Balanagar SPCB,26.76,70,1007,4.7,258,W,0.0
2026-06-11,23:20:47,HITEC City,26.05,73,1007,4.44,253,W,0.0
2026-06-11,23:20:47,IDA Pashamylaram SPCB,26.11,75,1007,4,244,SW,0.0
2026-06-11,23:20:47,Sanathnagar SPCB,26.76,70,1007,4.7,258,W,0.0
2026-06-11,23:20:47,US Consulate,25.97,74,1007,4.34,251,W,0.0
2026-06-11,23:20:47,Uppal SPCB,26.96,71,1006,4.97,257,W,0.0
2026-06-11,23:20:47,Zoo Park SPCB,26.14,75,1006,4.54,249,W,0.0
2026-06-12,23:16:01,Balanagar SPCB,24.31,80,1008,9.11,217,SW,0.0
2026-06-12,23:16:01,HITEC City,23.52,83,1008,9.42,212,SW,0.0
2026-06-12,23:16:01,IDA Pashamylaram SPCB,24.05,83,1008,8.17,201,S,0.1
2026-06-12,23:16:01,Sanathnagar SPCB,24.31,80,1008,9.11,217,SW,0.0
2026-06-12,23:16:01,US Consulate,23.44,84,1008,9.45,209,SW,0.0
2026-06-12,23:16:01,Uppal SPCB,24.47,79,1008,8.82,228,SW,0.0
2026-06-12,23:16:01,Zoo Park SPCB,23.5,85,1008,9.41,219,SW,0.0
2026-06-13,23:03:39,Balanagar SPCB,25.87,69,1007,6.08,249,W,0.0
2026-06-13,23:03:39,HITEC City,25.39,70,1007,6.33,247,SW,0.0
2026-06-13,23:03:39,IDA Pashamylaram SPCB,25.18,75,1007,6.89,244,SW,0.0
2026-06-13,23:03:39,Sanathnagar SPCB,25.87,69,1007,6.08,249,W,0.0
2026-06-13,23:03:39,US Consulate,25.36,71,1007,6.45,246,SW,0.0
2026-06-13,23:03:39,Uppal SPCB,25.72,71,1007,6.47,247,SW,0.0
2026-06-13,23:03:39,Zoo Park SPCB,25.44,71,1007,6.43,244,SW,0.0
2026-06-14,23:09:03,Balanagar SPCB,28.04,50,1005,4.22,306,NW,0.0
2026-06-14,23:09:03,HITEC City,27.39,51,1005,4.19,301,NW,0.0
2026-06-14,23:09:03,IDA Pashamylaram SPCB,28.06,52,1005,4.82,299,NW,0.0
2026-06-14,23:09:03,Sanathnagar SPCB,28.04,50,1005,4.22,306,NW,0.0
2026-06-14,23:09:03,US Consulate,27.35,52,1005,4.2,299,NW,0.0
2026-06-14,23:09:03,Uppal SPCB,27.88,51,1005,4.09,304,NW,0.0
2026-06-14,23:09:03,Zoo Park SPCB,27.21,54,1005,4.16,297,NW,0.0
2026-06-15,22:18:09,Balanagar SPCB,31.13,39,1005,4.92,310,NW,0.0
2026-06-15,22:18:09,HITEC City,30.52,40,1005,5.28,315,NW,0.0
2026-06-15,22:18:09,IDA Pashamylaram SPCB,30.3,41,1005,5.89,318,NW,0.0
2026-06-15,22:18:09,Sanathnagar SPCB,31.13,39,1005,4.92,310,NW,0.0
2026-06-15,22:18:09,US Consulate,30.47,40,1005,5.5,317,NW,0.0
2026-06-15,22:18:09,Uppal SPCB,31.06,40,1005,4.54,299,NW,0.0
2026-06-15,22:18:09,Zoo Park SPCB,30.45,42,1005,4.9,312,NW,0.0
2026-06-16,23:23:38,Balanagar SPCB,31,40,1005,2.38,227,SW,0.0
2026-06-16,23:23:38,HITEC City,30.08,42,1005,2.89,238,SW,0.0
2026-06-16,23:23:38,IDA Pashamylaram SPCB,29.49,45,1006,3.04,272,W,0.0
2026-06-16,23:23:38,Sanathnagar SPCB,31,40,1005,2.38,227,SW,0.0
2026-06-16,23:23:38,US Consulate,29.9,42,1006,2.96,243,SW,0.0
2026-06-16,23:23:38,Uppal SPCB,30.92,42,1005,1.48,190,S,0.0
2026-06-16,23:23:38,Zoo Park SPCB,29.96,44,1005,3.04,236,SW,0.0
2026-06-17,22:02:57,Balanagar SPCB,30.68,43,1006,7.28,339,N,0.0
2026-06-17,22:02:57,HITEC City,30.15,43,1006,7.04,341,N,0.0
2026-06-17,22:02:57,IDA Pashamylaram SPCB,30.01,46,1006,5.63,347,N,0.0
2026-06-17,22:02:57,Sanathnagar SPCB,30.68,43,1006,7.28,339,N,0.0
2026-06-17,22:02:57,US Consulate,30.07,44,1006,6.93,343,N,0.0
2026-06-17,22:02:57,Uppal SPCB,31.06,40,1005,5.71,316,NW,0.0
2026-06-17,22:02:57,Zoo Park SPCB,30.76,41,1006,6.27,326,NW,0.0
2026-06-18,23:44:31,Balanagar SPCB,29.02,51,1006,6.71,221,SW,0.0
2026-06-18,23:44:31,HITEC City,28.17,53,1006,6.94,215,SW,0.0
2026-06-18,23:44:31,IDA Pashamylaram SPCB,28.66,53,1006,6.96,196,S,0.0
2026-06-18,23:44:31,Sanathnagar SPCB,29.02,51,1006,6.71,221,SW,0.0
2026-06-18,23:44:31,US Consulate,28.1,54,1006,6.96,211,SW,0.0
2026-06-18,23:44:31,Uppal SPCB,29.25,50,1006,6.54,233,SW,0.0
2026-06-18,23:44:31,Zoo Park SPCB,28.02,55,1006,7.12,221,SW,0.0
2026-06-19,22:56:29,Balanagar SPCB,30.02,47,1006,3.93,248,W,0.0
2026-06-19,22:56:29,HITEC City,29.36,49,1007,4.02,246,SW,0.0
2026-06-19,22:56:29,IDA Pashamylaram SPCB,29.71,48,1007,4.25,248,W,0.0
2026-06-19,22:56:29,Sanathnagar SPCB,30.02,47,1006,3.93,248,W,0.0
2026-06-19,22:56:29,US Consulate,29.31,50,1007,4.06,245,SW,0.0
2026-06-19,22:56:29,Uppal SPCB,29.75,49,1006,4.04,244,SW,0.0
2026-06-19,22:56:29,Zoo Park SPCB,29.28,51,1007,4.1,240,SW,0.0
2026-06-20,23:07:56,Balanagar SPCB,27.11,64,1007,6.51,241,SW,0.0
2026-06-20,23:07:56,HITEC City,26.23,67,1007,6.77,237,SW,0.0
2026-06-20,23:07:56,IDA Pashamylaram SPCB,26.29,69,1007,6.53,225,SW,0.0
2026-06-20,23:07:56,Sanathnagar SPCB,27.11,64,1007,6.51,241,SW,0.0
2026-06-20,23:07:56,US Consulate,26.05,69,1007,6.81,235,SW,0.0
2026-06-20,23:07:56,Uppal SPCB,27.89,61,1007,6.84,248,W,0.0
2026-06-20,23:07:56,Zoo Park SPCB,26.69,67,1007,7.34,246,SW,0.0
2026-06-21,23:11:58,Balanagar SPCB,27.11,61,1007,4.69,264,W,0.0
2026-06-21,23:11:58,HITEC City,26.17,63,1007,4.54,266,W,0.0
2026-06-21,23:11:58,IDA Pashamylaram SPCB,24.97,72,1008,4.09,261,W,0.0
2026-06-21,23:11:58,Sanathnagar SPCB,27.11,61,1007,4.69,264,W,0.0
2026-06-21,23:11:58,US Consulate,25.9,65,1007,4.52,267,W,0.0
2026-06-21,23:11:58,Uppal SPCB,27.79,62,1007,4.47,263,W,0.0
2026-06-21,23:11:58,Zoo Park SPCB,27.02,63,1007,4.18,267,W,0.0
2026-06-22,23:18:25,Balanagar SPCB,25.31,77,1007,0.63,4,N,0.0
2026-06-22,23:18:25,HITEC City,25.23,76,1007,1.24,330,NW,0.0
2026-06-22,23:18:25,IDA Pashamylaram SPCB,25.67,75,1007,2.17,264,W,0.35
2026-06-22,23:18:25,Sanathnagar SPCB,25.31,77,1007,0.63,4,N,0.0
2026-06-22,23:18:25,US Consulate,25.34,75,1007,1.37,313,NW,0.0
2026-06-22,23:18:25,Uppal SPCB,25.3,79,1007,1.45,37,NE,0.0
2026-06-22,23:18:25,Zoo Park SPCB,25.62,76,1007,2.58,351,N,0.0
2026-06-23,23:08:05,Balanagar SPCB,25.06,69,1006,6.44,251,W,0.0
2026-06-23,23:08:05,HITEC City,24.48,71,1006,6.31,250,W,0.0
2026-06-23,23:08:05,IDA Pashamylaram SPCB,24.4,73,1006,6.4,247,SW,0.0
2026-06-23,23:08:05,Sanathnagar SPCB,25.06,69,1006,6.44,251,W,0.0
2026-06-23,23:08:05,US Consulate,24.42,71,1006,6.29,249,W,0.0
2026-06-23,23:08:05,Uppal SPCB,25.37,69,1006,6.77,253,W,0.0
2026-06-23,23:08:05,Zoo Park SPCB,24.78,71,1006,6.36,249,W,0.0
2026-06-24,23:02:55,Balanagar SPCB,24.78,70,1006,5.4,263,W,0.0
2026-06-24,23:02:55,HITEC City,24.16,71,1006,5.43,261,W,0.0
2026-06-24,23:02:55,IDA Pashamylaram SPCB,24.1,74,1006,5.11,257,W,0.0
2026-06-24,23:02:55,Sanathnagar SPCB,24.78,70,1006,5.4,263,W,0.0
2026-06-24,23:02:55,US Consulate,24.09,72,1006,5.41,260,W,0.0
2026-06-24,23:02:55,Uppal SPCB,25.06,70,1006,5.66,263,W,0.0
2026-06-24,23:02:55,Zoo Park SPCB,24.4,72,1006,5.58,260,W,0.0
2026-06-25,23:17:01,Balanagar SPCB,24.81,81,1006,4.78,285,W,0.0
2026-06-25,23:17:01,HITEC City,24.22,83,1006,4.71,283,W,0.0
2026-06-25,23:17:01,IDA Pashamylaram SPCB,24.35,85,1006,3.8,269,W,0.0
2026-06-25,23:17:01,Sanathnagar SPCB,24.81,81,1006,4.78,285,W,0.0
2026-06-25,23:17:01,US Consulate,24.18,83,1006,4.63,282,W,0.0
2026-06-25,23:17:01,Uppal SPCB,25.26,79,1006,5.21,288,W,0.0
2026-06-25,23:17:01,Zoo Park SPCB,24.65,82,1006,5.09,287,W,0.0
2026-06-26,23:04:55,Balanagar SPCB,26.06,75,1006,4.59,288,W,0.0
2026-06-26,23:04:55,HITEC City,25.47,76,1006,4.53,286,W,0.0
2026-06-26,23:04:55,IDA Pashamylaram SPCB,25.18,80,1006,4.31,283,W,0.0
2026-06-26,23:04:55,Sanathnagar SPCB,26.06,75,1006,4.59,288,W,0.0
2026-06-26,23:04:55,US Consulate,25.38,76,1006,4.49,285,W,0.0
2026-06-26,23:04:55,Uppal SPCB,26,74,1006,4.78,288,W,0.0
2026-06-26,23:04:55,Zoo Park SPCB,25.71,74,1006,4.77,283,W,0.0
2026-06-27,23:01:19,Balanagar SPCB,25.04,77,1005,4.63,266,W,0.0
2026-06-27,23:01:19,HITEC City,24.45,79,1005,4.31,266,W,0.0
2026-06-27,23:01:19,IDA Pashamylaram SPCB,24.16,84,1005,4.15,257,W,0.0
2026-06-27,23:01:19,Sanathnagar SPCB,25.04,77,1005,4.63,266,W,0.0
2026-06-27,23:01:19,US Consulate,24.35,80,1005,4.21,265,W,0.0
2026-06-27,23:01:19,Uppal SPCB,25.55,77,1005,4.56,265,W,0.0
2026-06-27,23:01:19,Zoo Park SPCB,25.02,79,1005,4.24,265,W,0.0
2026-06-28,23:01:01,Balanagar SPCB,23.83,83,1004,6.22,285,W,0.0
2026-06-28,23:01:01,HITEC City,23.25,84,1004,6.29,286,W,0.0
2026-06-28,23:01:01,IDA Pashamylaram SPCB,23.27,86,1004,5.65,279,W,0.0
2026-06-28,23:01:01,Sanathnagar SPCB,23.83,83,1004,6.22,285,W,0.0
2026-06-28,23:01:01,US Consulate,23.19,85,1004,6.32,287,W,0.0
2026-06-28,23:01:01,Uppal SPCB,24.2,81,1004,5.75,281,W,0.0
2026-06-28,23:01:01,Zoo Park SPCB,23.63,85,1004,5.79,282,W,0.0
2026-06-29,22:55:59,Balanagar SPCB,24.01,82,1005,7.68,271,W,0.0
2026-06-29,22:55:59,HITEC City,23.52,83,1005,7.64,271,W,0.0
2026-06-29,22:55:59,IDA Pashamylaram SPCB,23.64,85,1005,7.33,269,W,0.0
2026-06-29,22:55:59,Sanathnagar SPCB,24.01,82,1005,7.68,271,W,0.0
2026-06-29,22:55:59,US Consulate,23.48,84,1005,7.6,271,W,0.0
2026-06-29,22:55:59,Uppal SPCB,24.55,80,1005,8.23,271,W,0.0
2026-06-29,22:55:59,Zoo Park SPCB,24.07,82,1005,8.01,270,W,0.0
2026-06-30,23:11:24,Balanagar SPCB,24.16,83,1005,6.51,274,W,0.0
2026-06-30,23:11:24,HITEC City,23.69,84,1005,6.73,272,W,0.0
2026-06-30,23:11:24,IDA Pashamylaram SPCB,23.58,87,1005,6.79,269,W,0.0
2026-06-30,23:11:24,Sanathnagar SPCB,24.16,83,1005,6.51,274,W,0.0
2026-06-30,23:11:24,US Consulate,23.64,85,1005,6.83,272,W,0.0
2026-06-30,23:11:24,Uppal SPCB,24.5,83,1005,6.71,273,W,0.0
2026-06-30,23:11:24,Zoo Park SPCB,24.21,84,1005,6.87,271,W,0.0
2026-07-01,23:14:10,Balanagar SPCB,23.76,80,1004,8.81,272,W,0.0
2026-07-01,23:14:10,HITEC City,23.26,81,1004,8.76,271,W,0.0
2026-07-01,23:14:10,IDA Pashamylaram SPCB,23.4,83,1005,8.09,266,W,0.0
2026-07-01,23:14:10,Sanathnagar SPCB,23.76,80,1004,8.81,272,W,0.0
2026-07-01,23:14:10,US Consulate,23.22,82,1004,8.7,270,W,0.0
2026-07-01,23:14:10,Uppal SPCB,24.26,79,1004,9.35,272,W,0.0
2026-07-01,23:14:10,Zoo Park SPCB,23.8,81,1004,9.2,271,W,0.0
2026-07-02,23:05:13,Balanagar SPCB,23.71,82,1005,6.79,269,W,0.0
2026-07-02,23:05:13,HITEC City,23.26,83,1005,7.05,268,W,0.0
2026-07-02,23:05:13,IDA Pashamylaram SPCB,23.32,85,1005,7.23,263,W,0.0
2026-07-02,23:05:13,Sanathnagar SPCB,23.71,82,1005,6.79,269,W,0.0
2026-07-02,23:05:13,US Consulate,23.24,83,1005,7.17,268,W,0.0
2026-07-02,23:05:13,Uppal SPCB,24.04,82,1005,7.29,270,W,0.0
2026-07-02,23:05:13,Zoo Park SPCB,23.7,82,1005,7.44,268,W,0.0
2026-07-03,23:02:16,Balanagar SPCB,23.42,85,1003,8.97,264,W,0.0
2026-07-03,23:02:16,HITEC City,23.02,85,1003,9.16,263,W,0.0
2026-07-03,23:02:16,IDA Pashamylaram SPCB,23.19,86,1003,9.25,260,W,0.0
2026-07-03,23:02:16,Sanathnagar SPCB,23.42,85,1003,8.97,264,W,0.0
2026-07-03,23:02:16,US Consulate,23.02,85,1003,9.2,263,W,0.0
